Type,SKU,Name,Published,Visibility in catalog,Description,Sale price,Regular price,Categories,Images,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default
variation,RING-00056-Rose Gold-Natural-10 Kt,Luxe Nadia Pavé Diamond Engagement Ring,1,visible,,16886.4,21379.95219451145,,https://image.brilliantearth.com/media/diamond_ring_vto/JE/BE1D4222_rose_Round_top_2_carat.png,RING-00056,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variation,RING-00056-Yellow Gold-Lab Grown-14 Kt,Luxe Nadia Pavé Diamond Engagement Ring,1,visible,,932.3,1052.158905576935,,https://image.brilliantearth.com/media/diamond_ring_vto/AL/BE1D4222_yellow_Round_top_2_carat.png,RING-00056,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00056-Yellow Gold-Natural-14 Kt,Luxe Nadia Pavé Diamond Engagement Ring,1,visible,,16952.9,21713.85165764447,,https://image.brilliantearth.com/media/diamond_ring_vto/AL/BE1D4222_yellow_Round_top_2_carat.png,RING-00056,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00056-White Gold-Lab Grown-14 Kt,Luxe Nadia Pavé Diamond Engagement Ring,1,visible,,932.3,1237.9387237133,,https://image.brilliantearth.com/media/diamond_ring_vto/0W/BE1D4222_white_Round_top_2_carat.png,RING-00056,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00056-White Gold-Natural-14 Kt,Luxe Nadia Pavé Diamond Engagement Ring,1,visible,,16952.9,20967.182121035738,,https://image.brilliantearth.com/media/diamond_ring_vto/0W/BE1D4222_white_Round_top_2_carat.png,RING-00056,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00056-Rose Gold-Lab Grown-14 Kt,Luxe Nadia Pavé Diamond Engagement Ring,1,visible,,932.3,1061.4071830736984,,https://image.brilliantearth.com/media/diamond_ring_vto/JE/BE1D4222_rose_Round_top_2_carat.png,RING-00056,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00056-Rose Gold-Natural-14 Kt,Luxe Nadia Pavé Diamond Engagement Ring,1,visible,,16952.9,22836.4288981478,,https://image.brilliantearth.com/media/diamond_ring_vto/JE/BE1D4222_rose_Round_top_2_carat.png,RING-00056,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variation,RING-00056-Yellow Gold-Lab Grown-18 Kt,Luxe Nadia Pavé Diamond Engagement Ring,1,visible,,988.3,1136.3491153545292,,https://image.brilliantearth.com/media/diamond_ring_vto/AL/BE1D4222_yellow_Round_top_2_carat.png,RING-00056,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00056-Yellow Gold-Natural-18 Kt,Luxe Nadia Pavé Diamond Engagement Ring,1,visible,,17008.9,22419.253525335665,,https://image.brilliantearth.com/media/diamond_ring_vto/AL/BE1D4222_yellow_Round_top_2_carat.png,RING-00056,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00056-White Gold-Lab Grown-18 Kt,Luxe Nadia Pavé Diamond Engagement Ring,1,visible,,988.3,1254.8990889630538,,https://image.brilliantearth.com/media/diamond_ring_vto/0W/BE1D4222_white_Round_top_2_carat.png,RING-00056,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00056-White Gold-Natural-18 Kt,Luxe Nadia Pavé Diamond Engagement Ring,1,visible,,17008.9,19766.350411037543,,https://image.brilliantearth.com/media/diamond_ring_vto/0W/BE1D4222_white_Round_top_2_carat.png,RING-00056,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00056-Rose Gold-Lab Grown-18 Kt,Luxe Nadia Pavé Diamond Engagement Ring,1,visible,,988.3,1161.2599936546517,,https://image.brilliantearth.com/media/diamond_ring_vto/JE/BE1D4222_rose_Round_top_2_carat.png,RING-00056,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00056-Rose Gold-Natural-18 Kt,Luxe Nadia Pavé Diamond Engagement Ring,1,visible,,17008.9,22294.163860576475,,https://image.brilliantearth.com/media/diamond_ring_vto/JE/BE1D4222_rose_Round_top_2_carat.png,RING-00056,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variable,RING-00057,Celtic Love Knot Engagement Ring,1,visible,"
            <p>The entwined lovers knot is a Celtic symbol of everlasting devotion with weaving strands of lustrous precious metal that wrap seemingly endlessly across the band.</p>
            <table>
                <tr>
                    <th colspan=2>Ring Details</th>
                </tr>
                <tr>
                    <th>Product Name:</th>
                    <td>Celtic Love Knot Engagement Ring</td>
                </tr>
                <tr>
                    <th>SKU:</th>
                    <td>RING-00057</td>
                </tr>
                <tr>
                    <th>Width:</th>
                    <td>2.5 mm mm</td>
                </tr>
                <tr>
                    <th>Available sizes:</th>
                    <td>4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5</td>
                </tr>
                <tr>
                    <th>Gold Weight:</th>
                    <td>&asymp; 3.9 gm.</td>
                </tr>
                <tr>
                    <th>Available Gold Type:</th>
                    <td>Yellow Gold, Rose Gold, White Gold</td>
                </tr>
                <tr>
                    <th>Available Gold Composition:</th>
                    <td>10K, 14K, 18K</td>
                </tr>
                <tr>
                    <th>Diamond Type:</th>
                    <td>Natural, Lab Grown</td>
                </tr>
                <tr>
                    <th>Gemstone Shape:</th>
                    <td>Round</td>
                </tr>
                <tr>
                    <th>Gemstone Setting:</th>
                    <td>Four-Prong</td>
                </tr>
                <tr>
                    <th>Gemstone Carat Weight:</th>
                    <td>2.0 Ct.</td>
                </tr>
                <tr>
                    <th>Accent Gemstones (Side Diamond):</th>
                    <td>
                        <pre></pre>
                    </td>
                </tr>
            </table>
            ",,,Rings,"https://image.brilliantearth.com/media/diamond_ring_vto/KW/BE1131_yellow_Round_top_2_carat.png,https://image.brilliantearth.com/media/carat_image/92/BE1131_RD_200ct_yellow_side1.jpg,https://image.brilliantearth.com/media/carat_image/91/BE1131_RD_200ct_yellow_side2.jpg,https://image.brilliantearth.com/media/diamond_ring_vto/LX/BE1131_white_Round_top_2_carat.png,https://image.brilliantearth.com/media/carat_image/F8/BE1131_RD_200ct_white_side1.jpg,https://image.brilliantearth.com/media/carat_image/A4/BE1131_RD_200ct_white_side2.jpg,https://image.brilliantearth.com/media/diamond_ring_vto/YM/BE1131_rose_Round_top_2_carat.png,https://image.brilliantearth.com/media/carat_image/4B/BE1131_RD_200ct_rose_side1.jpg,https://image.brilliantearth.com/media/carat_image/84/BE1131_RD_200ct_rose_side2.jpg",,Composition,"10 Kt, 14 Kt, 18 Kt",1,1,10 Kt,Ring Size,"4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5",1,1,4.0,Diamond Type,"Lab Grown, Natural",1,1,Lab Grown,Color,"Rose Gold, White Gold, Yellow Gold",1,1,Yellow Gold
variation,RING-00057-Yellow Gold-Lab Grown-10 Kt,Celtic Love Knot Engagement Ring,1,visible,,673.0,795.3164928229326,,https://image.brilliantearth.com/media/diamond_ring_vto/KW/BE1131_yellow_Round_top_2_carat.png,RING-00057,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00057-Yellow Gold-Natural-10 Kt,Celtic Love Knot Engagement Ring,1,visible,,16273.0,21919.741219333635,,https://image.brilliantearth.com/media/diamond_ring_vto/KW/BE1131_yellow_Round_top_2_carat.png,RING-00057,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00057-White Gold-Lab Grown-10 Kt,Celtic Love Knot Engagement Ring,1,visible,,673.0,894.7992670539365,,https://image.brilliantearth.com/media/diamond_ring_vto/LX/BE1131_white_Round_top_2_carat.png,RING-00057,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00057-White Gold-Natural-10 Kt,Celtic Love Knot Engagement Ring,1,visible,,16273.0,21676.81766819554,,https://image.brilliantearth.com/media/diamond_ring_vto/LX/BE1131_white_Round_top_2_carat.png,RING-00057,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00057-Rose Gold-Lab Grown-10 Kt,Celtic Love Knot Engagement Ring,1,visible,,673.0,896.9111273721654,,https://image.brilliantearth.com/media/diamond_ring_vto/YM/BE1131_rose_Round_top_2_carat.png,RING-00057,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00057-Rose Gold-Natural-10 Kt,Celtic Love Knot Engagement Ring,1,visible,,16273.0,20550.900811637053,,https://image.brilliantearth.com/media/diamond_ring_vto/YM/BE1131_rose_Round_top_2_carat.png,RING-00057,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variation,RING-00057-Yellow Gold-Lab Grown-14 Kt,Celtic Love Knot Engagement Ring,1,visible,,747.0999999999999,954.3718308573516,,https://image.brilliantearth.com/media/diamond_ring_vto/KW/BE1131_yellow_Round_top_2_carat.png,RING-00057,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00057-Yellow Gold-Natural-14 Kt,Celtic Love Knot Engagement Ring,1,visible,,16347.1,19142.061031347697,,https://image.brilliantearth.com/media/diamond_ring_vto/KW/BE1131_yellow_Round_top_2_carat.png,RING-00057,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00057-White Gold-Lab Grown-14 Kt,Celtic Love Knot Engagement Ring,1,visible,,747.0999999999999,992.9242234759332,,https://image.brilliantearth.com/media/diamond_ring_vto/LX/BE1131_white_Round_top_2_carat.png,RING-00057,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00057-White Gold-Natural-14 Kt,Celtic Love Knot Engagement Ring,1,visible,,16347.1,19193.774013440605,,https://image.brilliantearth.com/media/diamond_ring_vto/LX/BE1131_white_Round_top_2_carat.png,RING-00057,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00057-Rose Gold-Lab Grown-14 Kt,Celtic Love Knot Engagement Ring,1,visible,,747.0999999999999,888.071376487476,,https://image.brilliantearth.com/media/diamond_ring_vto/YM/BE1131_rose_Round_top_2_carat.png,RING-00057,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00057-Rose Gold-Natural-14 Kt,Celtic Love Knot Engagement Ring,1,visible,,16347.1,19137.539846008185,,https://image.brilliantearth.com/media/diamond_ring_vto/YM/BE1131_rose_Round_top_2_carat.png,RING-00057,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variation,RING-00057-Yellow Gold-Lab Grown-18 Kt,Celtic Love Knot Engagement Ring,1,visible,,809.5,983.9958326852916,,https://image.brilliantearth.com/media/diamond_ring_vto/KW/BE1131_yellow_Round_top_2_carat.png,RING-00057,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00057-Yellow Gold-Natural-18 Kt,Celtic Love Knot Engagement Ring,1,visible,,16409.5,19640.197018113708,,https://image.brilliantearth.com/media/diamond_ring_vto/KW/BE1131_yellow_Round_top_2_carat.png,RING-00057,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00057-White Gold-Lab Grown-18 Kt,Celtic Love Knot Engagement Ring,1,visible,,809.5,1008.9770492357948,,https://image.brilliantearth.com/media/diamond_ring_vto/LX/BE1131_white_Round_top_2_carat.png,RING-00057,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00057-White Gold-Natural-18 Kt,Celtic Love Knot Engagement Ring,1,visible,,16409.5,19252.27917098252,,https://image.brilliantearth.com/media/diamond_ring_vto/LX/BE1131_white_Round_top_2_carat.png,RING-00057,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00057-Rose Gold-Lab Grown-18 Kt,Celtic Love Knot Engagement Ring,1,visible,,809.5,931.6957604533033,,https://image.brilliantearth.com/media/diamond_ring_vto/YM/BE1131_rose_Round_top_2_carat.png,RING-00057,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00057-Rose Gold-Natural-18 Kt,Celtic Love Knot Engagement Ring,1,visible,,16409.5,22122.708507485215,,https://image.brilliantearth.com/media/diamond_ring_vto/YM/BE1131_rose_Round_top_2_carat.png,RING-00057,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variable,RING-00058,Hidden Heart Solitaire Engagement Ring,1,visible,"
            <p>Lustrous precious metal creates a hidden heart shape along the profile of this design-forward yet subtle ring.</p>
            <table>
                <tr>
                    <th colspan=2>Ring Details</th>
                </tr>
                <tr>
                    <th>Product Name:</th>
                    <td>Hidden Heart Solitaire Engagement Ring</td>
                </tr>
                <tr>
                    <th>SKU:</th>
                    <td>RING-00058</td>
                </tr>
                <tr>
                    <th>Width:</th>
                    <td>1.8 mm mm</td>
                </tr>
                <tr>
                    <th>Available sizes:</th>
                    <td>4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5</td>
                </tr>
                <tr>
                    <th>Gold Weight:</th>
                    <td>&asymp; 3.5 gm.</td>
                </tr>
                <tr>
                    <th>Available Gold Type:</th>
                    <td>Yellow Gold, Rose Gold, White Gold</td>
                </tr>
                <tr>
                    <th>Available Gold Composition:</th>
                    <td>10K, 14K, 18K</td>
                </tr>
                <tr>
                    <th>Diamond Type:</th>
                    <td>Natural, Lab Grown</td>
                </tr>
                <tr>
                    <th>Gemstone Shape:</th>
                    <td>Round</td>
                </tr>
                <tr>
                    <th>Gemstone Setting:</th>
                    <td>Claw Prong</td>
                </tr>
                <tr>
                    <th>Gemstone Carat Weight:</th>
                    <td>2.0 Ct.</td>
                </tr>
                <tr>
                    <th>Accent Gemstones (Side Diamond):</th>
                    <td>
                        <pre></pre>
                    </td>
                </tr>
            </table>
            ",,,Rings,"https://image.brilliantearth.com/media/diamond_ring_vto/V5/BE1326_rose_Round_top_2_carat.png,https://image.brilliantearth.com/media/carat_image/63/BE1326_RD_200ct_rose_side1.jpg,https://image.brilliantearth.com/media/carat_image/14/BE1326_RD_200ct_rose_side2.jpg,https://image.brilliantearth.com/media/diamond_ring_vto/Z8/BE1326_yellow_Round_top_2_carat.png,https://image.brilliantearth.com/media/carat_image/71/BE1326_RD_200ct_yellow_side1.jpg,https://image.brilliantearth.com/media/carat_image/CF/BE1326_RD_200ct_yellow_side2.jpg,https://image.brilliantearth.com/media/diamond_ring_vto/G9/BE1326_white_Round_top_2_carat.png,https://image.brilliantearth.com/media/carat_image/84/BE1326_RD_200ct_white_side1.jpg,https://image.brilliantearth.com/media/carat_image/19/BE1326_RD_200ct_white_side2.jpg",,Composition,"10 Kt, 14 Kt, 18 Kt",1,1,10 Kt,Ring Size,"4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5",1,1,4.0,Diamond Type,"Lab Grown, Natural",1,1,Lab Grown,Color,"Rose Gold, White Gold, Yellow Gold",1,1,Rose Gold
variation,RING-00058-Yellow Gold-Lab Grown-10 Kt,Hidden Heart Solitaire Engagement Ring,1,visible,,645.0,758.2468675171086,,https://image.brilliantearth.com/media/diamond_ring_vto/Z8/BE1326_yellow_Round_top_2_carat.png,RING-00058,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00058-Yellow Gold-Natural-10 Kt,Hidden Heart Solitaire Engagement Ring,1,visible,,16245.0,21685.831270834304,,https://image.brilliantearth.com/media/diamond_ring_vto/Z8/BE1326_yellow_Round_top_2_carat.png,RING-00058,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00058-White Gold-Lab Grown-10 Kt,Hidden Heart Solitaire Engagement Ring,1,visible,,645.0,791.393223044927,,https://image.brilliantearth.com/media/diamond_ring_vto/G9/BE1326_white_Round_top_2_carat.png,RING-00058,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00058-White Gold-Natural-10 Kt,Hidden Heart Solitaire Engagement Ring,1,visible,,16245.0,21260.105472714014,,https://image.brilliantearth.com/media/diamond_ring_vto/G9/BE1326_white_Round_top_2_carat.png,RING-00058,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00058-Rose Gold-Lab Grown-10 Kt,Hidden Heart Solitaire Engagement Ring,1,visible,,645.0,840.5997258455396,,https://image.brilliantearth.com/media/diamond_ring_vto/V5/BE1326_rose_Round_top_2_carat.png,RING-00058,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00058-Rose Gold-Natural-10 Kt,Hidden Heart Solitaire Engagement Ring,1,visible,,16245.0,20359.38229468534,,https://image.brilliantearth.com/media/diamond_ring_vto/V5/BE1326_rose_Round_top_2_carat.png,RING-00058,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variation,RING-00058-Yellow Gold-Lab Grown-14 Kt,Hidden Heart Solitaire Engagement Ring,1,visible,,711.5,949.625659752414,,https://image.brilliantearth.com/media/diamond_ring_vto/Z8/BE1326_yellow_Round_top_2_carat.png,RING-00058,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00058-Yellow Gold-Natural-14 Kt,Hidden Heart Solitaire Engagement Ring,1,visible,,16311.5,21305.906471604205,,https://image.brilliantearth.com/media/diamond_ring_vto/Z8/BE1326_yellow_Round_top_2_carat.png,RING-00058,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00058-White Gold-Lab Grown-14 Kt,Hidden Heart Solitaire Engagement Ring,1,visible,,711.5,844.5367542875412,,https://image.brilliantearth.com/media/diamond_ring_vto/G9/BE1326_white_Round_top_2_carat.png,RING-00058,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00058-White Gold-Natural-14 Kt,Hidden Heart Solitaire Engagement Ring,1,visible,,16311.5,19777.115824977747,,https://image.brilliantearth.com/media/diamond_ring_vto/G9/BE1326_white_Round_top_2_carat.png,RING-00058,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00058-Rose Gold-Lab Grown-14 Kt,Hidden Heart Solitaire Engagement Ring,1,visible,,711.5,919.5236168268206,,https://image.brilliantearth.com/media/diamond_ring_vto/V5/BE1326_rose_Round_top_2_carat.png,RING-00058,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00058-Rose Gold-Natural-14 Kt,Hidden Heart Solitaire Engagement Ring,1,visible,,16311.5,21028.77717376752,,https://image.brilliantearth.com/media/diamond_ring_vto/V5/BE1326_rose_Round_top_2_carat.png,RING-00058,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variation,RING-00058-Yellow Gold-Lab Grown-18 Kt,Hidden Heart Solitaire Engagement Ring,1,visible,,767.5,941.6953719367532,,https://image.brilliantearth.com/media/diamond_ring_vto/Z8/BE1326_yellow_Round_top_2_carat.png,RING-00058,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00058-Yellow Gold-Natural-18 Kt,Hidden Heart Solitaire Engagement Ring,1,visible,,16367.5,21188.406149538983,,https://image.brilliantearth.com/media/diamond_ring_vto/Z8/BE1326_yellow_Round_top_2_carat.png,RING-00058,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00058-White Gold-Lab Grown-18 Kt,Hidden Heart Solitaire Engagement Ring,1,visible,,767.5,976.1486780226973,,https://image.brilliantearth.com/media/diamond_ring_vto/G9/BE1326_white_Round_top_2_carat.png,RING-00058,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00058-White Gold-Natural-18 Kt,Hidden Heart Solitaire Engagement Ring,1,visible,,16367.5,19590.653264417233,,https://image.brilliantearth.com/media/diamond_ring_vto/G9/BE1326_white_Round_top_2_carat.png,RING-00058,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00058-Rose Gold-Lab Grown-18 Kt,Hidden Heart Solitaire Engagement Ring,1,visible,,767.5,889.234195651998,,https://image.brilliantearth.com/media/diamond_ring_vto/V5/BE1326_rose_Round_top_2_carat.png,RING-00058,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00058-Rose Gold-Natural-18 Kt,Hidden Heart Solitaire Engagement Ring,1,visible,,16367.5,20628.88484916589,,https://image.brilliantearth.com/media/diamond_ring_vto/V5/BE1326_rose_Round_top_2_carat.png,RING-00058,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variable,RING-00059,Luxe Willow Three Stone Diamond Engagement Ring,1,visible,"
            <p>This luxe three stone ring features entwined vines adorned with sparkling round diamonds and marquise diamond buds.</p>
            <table>
                <tr>
                    <th colspan=2>Ring Details</th>
                </tr>
                <tr>
                    <th>Product Name:</th>
                    <td>Luxe Willow Three Stone Diamond Engagement Ring</td>
                </tr>
                <tr>
                    <th>SKU:</th>
                    <td>RING-00059</td>
                </tr>
                <tr>
                    <th>Width:</th>
                    <td>2.5 mm mm</td>
                </tr>
                <tr>
                    <th>Available sizes:</th>
                    <td>4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5</td>
                </tr>
                <tr>
                    <th>Gold Weight:</th>
                    <td>&asymp; 3.8 gm.</td>
                </tr>
                <tr>
                    <th>Available Gold Type:</th>
                    <td>Yellow Gold, Rose Gold, White Gold</td>
                </tr>
                <tr>
                    <th>Available Gold Composition:</th>
                    <td>10K, 14K, 18K</td>
                </tr>
                <tr>
                    <th>Diamond Type:</th>
                    <td>Natural, Lab Grown</td>
                </tr>
                <tr>
                    <th>Gemstone Shape:</th>
                    <td>Round</td>
                </tr>
                <tr>
                    <th>Gemstone Setting:</th>
                    <td>Four-Prong</td>
                </tr>
                <tr>
                    <th>Gemstone Carat Weight:</th>
                    <td>2.0 Ct.</td>
                </tr>
                <tr>
                    <th>Accent Gemstones (Side Diamond):</th>
                    <td>
                        <pre>Type : Natural or lab diamond, depending on selected center diamond<br />Shape : Round<br />Number : 34<br />Min .carat total weight .: 0.33<br />Setting : Shared Prong/Prong Set<br />Average color : F/G<br />Average clarity : SI<br />Type : Natural or lab diamond, depending on selected center diamond<br />Shape : Marquise<br />Number : 4<br />Min .carat total weight .: 0.13<br />Setting : Prong Set<br />Average color : F/G<br />Average clarity : SI</pre>
                    </td>
                </tr>
            </table>
            ",,,Rings,"https://image.brilliantearth.com/media/diamond_ring_vto/FC/BE1D590_rose_Round_top_2_carat.png,https://image.brilliantearth.com/media/carat_image/1B/BE1D590_RD_200ct_rose_side1.jpg,https://image.brilliantearth.com/media/carat_image/73/BE1D590_RD_200ct_rose_side2.jpg,https://image.brilliantearth.com/media/diamond_ring_vto/I5/BE1D590_white_Round_top_2_carat.png,https://image.brilliantearth.com/media/carat_image/87/BE1D590_RD_200ct_white_side1.jpg,https://image.brilliantearth.com/media/carat_image/9D/BE1D590_RD_200ct_white_side2.jpg,https://image.brilliantearth.com/media/diamond_ring_vto/C3/BE1D590_yellow_Round_top_2_carat.png,https://image.brilliantearth.com/media/carat_image/D8/BE1D590_RD_200ct_yellow_side1.jpg,https://image.brilliantearth.com/media/carat_image/35/BE1D590_RD_200ct_yellow_side2.jpg",,Composition,"10 Kt, 14 Kt, 18 Kt",1,1,10 Kt,Ring Size,"4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5",1,1,4.0,Diamond Type,"Lab Grown, Natural",1,1,Lab Grown,Color,"Rose Gold, White Gold, Yellow Gold",1,1,Rose Gold
variation,RING-00059-Yellow Gold-Lab Grown-10 Kt,Luxe Willow Three Stone Diamond Engagement Ring,1,visible,,807.6,907.866378531028,,https://image.brilliantearth.com/media/diamond_ring_vto/C3/BE1D590_yellow_Round_top_2_carat.png,RING-00059,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00059-Yellow Gold-Natural-10 Kt,Luxe Willow Three Stone Diamond Engagement Ring,1,visible,,16710.6,22059.482148679024,,https://image.brilliantearth.com/media/diamond_ring_vto/C3/BE1D590_yellow_Round_top_2_carat.png,RING-00059,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00059-White Gold-Lab Grown-10 Kt,Luxe Willow Three Stone Diamond Engagement Ring,1,visible,,807.6,1011.4155890852702,,https://image.brilliantearth.com/media/diamond_ring_vto/I5/BE1D590_white_Round_top_2_carat.png,RING-00059,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00059-White Gold-Natural-10 Kt,Luxe Willow Three Stone Diamond Engagement Ring,1,visible,,16710.6,21550.499922476592,,https://image.brilliantearth.com/media/diamond_ring_vto/I5/BE1D590_white_Round_top_2_carat.png,RING-00059,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
